personId;scoreBaseline;scoreClosedRoads;scoreWTime
10365888;-29.22833333333333;-27.06666666666667;-22.01166666666667;
507410;-95.69166666666666;-80.94666666666669;-54.04;
2017565;-23.905;-25.273333333333333;-20.51166666666667;
6433360;-30.673333333333336;-58.455;-44.18;
9386518;-31.253333333333337;-53.50500000000001;-88.88000000000001;
5866405;-25.056666666666665;-34.915000000000006;-46.25833333333333;
152284;-24.531666666666666;-41.06333333333333;-51.248333333333335;
69395;-25.378333333333334;-18.28666666666667;-33.57833333333333;
11068888;-33.67;-56.646666666666675;-37.97;
11561769;-87.23500000000001;-109.61833333333334;-91.04000000000002;
10348448;-17.968333333333334;-42.040000000000006;-54.48833333333333;
1432289;-37.83166666666666;-30.898333333333333;-41.20333333333333;
858771;-30.583333333333336;-50.25;-42.211666666666666;
10348449;-16.275000000000002;-16.009999999999998;-30.20166666666667;
1697256;-27.29166666666667;-23.76666666666667;-15.863333333333335;
7345189;-33.974999999999994;-46.150000000000006;-37.73833333333333;
9746247;-34.303333333333335;-35.49166666666667;-37.485;
1496713;-20.87666666666667;-28.568333333333335;-19.756666666666668;
1962457;-54.81333333333333;-63.84;-79.08666666666667;
569136;-36.64333333333333;-60.771666666666675;-49.98666666666668;
110395;-60.613333333333344;-53.25500000000001;-42.51166666666667;
2796427;-19.103333333333335;-18.366666666666667;-14.01;
569137;-68.21000000000001;-61.82166666666667;-58.921666666666674;
7577231;-48.59166666666667;-54.11833333333334;-47.940000000000005;
11068890;-34.175;-41.75833333333334;-30.605;
5269241;-49.156666666666666;-44.265;-46.785000000000004;
7104184;-101.41333333333333;-84.335;-91.48666666666668;
116916;-80.27666666666667;-83.71166666666667;-72.70833333333333;
21554;-2.9883333333333333;-59.74666666666668;-48.16833333333334;
6437987;-46.33;-44.345;-45.031666666666666;
923046;-24.01166666666667;-43.18833333333333;-35.638333333333335;
4361723;-49.755;-74.015;-58.318333333333335;
10075779;-27.118333333333332;-28.956666666666667;-31.92666666666667;
2154430;-44.05666666666667;-457.0916666666667;-65.75333333333333;
2118325;-43.218333333333334;-65.69000000000001;-52.88333333333334;
391858;-55.50500000000001;-68.16833333333332;-79.16333333333334;
1307481;-57.04166666666667;-434.3433333333333;-44.81666666666667;
82932;-9.523333333333333;-13.490000000000002;-20.006666666666668;
2088846;-21.05166666666667;-47.326666666666675;-19.701666666666668;
6982098;-64.395;-61.355000000000004;-83.72500000000001;
424854;-51.28333333333334;-64.93333333333334;-46.375;
1498906;-81.62833333333333;-78.36166666666668;-80.89666666666668;
112562;-50.665000000000006;-80.11833333333334;-50.44166666666668;
775008;-59.08666666666667;-432.0;-432.0;
904778;-43.10666666666666;-50.83166666666666;-87.47500000000001;
1941524;-13.490000000000002;-10.905000000000001;-42.68166666666667;
1928527;-53.825;-103.18166666666667;-57.10666666666667;
8780742;-51.86166666666667;-52.46666666666667;-47.895;
1845275;-82.74333333333334;-62.93833333333333;-80.02333333333334;
1462914;-6.765000000000001;-14.936666666666667;-13.678333333333335;
1094881;-76.48166666666667;-72.74166666666667;-83.06333333333336;
1462916;-21.543333333333333;-32.571666666666665;-54.24666666666667;
8432349;-87.13666666666667;-532.4483333333333;-84.24666666666667;
11069755;-74.86666666666667;-85.11500000000001;-113.28;
1462915;-28.831666666666667;-42.875;-18.863333333333333;
6572149;-53.99000000000001;-87.08333333333334;-83.52166666666668;
1756539;-19.796666666666667;-45.03666666666667;-31.001666666666665;
901225;-50.30666666666667;-23.643333333333334;-27.738333333333337;
6572147;-12.450000000000001;-26.143333333333334;-43.89666666666667;
113872;-25.283333333333335;-54.74166666666667;-28.808333333333334;
8192152;-22.673333333333332;-29.345;-30.0;
10506247;-115.45000000000002;-80.96000000000001;-77.23666666666668;
1094883;-34.695;-29.720000000000002;-38.33666666666667;
3456333;-17.323333333333338;-19.67666666666667;-27.230000000000004;
1094882;-18.87666666666667;-19.175;-20.933333333333334;
1303092;-23.995;-32.72833333333333;-32.30166666666667;
6919628;-41.27833333333333;-65.01;-59.32333333333332;
58857;-33.196666666666665;-43.413333333333334;-40.57833333333333;
206507;-23.19166666666667;-40.43166666666667;-42.741666666666674;
1303090;-43.37166666666667;-48.74000000000001;-43.66666666666667;
9586234;-33.480000000000004;-46.07666666666667;-57.366666666666674;
4437437;-76.66499999999999;-73.60333333333334;-40.675;
3378769;-21.206666666666667;-20.561666666666667;-17.826666666666668;
1638070;-58.16499999999999;-58.49333333333334;-58.08333333333334;
112534;-60.763333333333335;-47.001666666666665;-75.80333333333333;
1413559;-62.323333333333345;-62.96166666666667;-32.388333333333335;
2473477;-36.56333333333333;-67.78166666666667;-52.193333333333335;
8665770;-102.11500000000001;-93.52999999999999;-74.66999999999999;
249207;-49.235;-80.58500000000001;-75.32666666666667;
6444282;-43.66;-56.78333333333333;-48.49333333333334;
1721448;-79.86500000000001;-82.14166666666667;-79.83333333333334;
1253501;-39.54666666666667;-35.718333333333334;-64.06333333333333;
1432290;-83.355;-65.625;-111.46;
7876212;-35.57333333333334;-32.038333333333334;-35.876666666666665;
1299788;-25.870000000000005;-31.645000000000003;-32.620000000000005;
3092781;-39.70666666666666;-38.836666666666666;-43.004999999999995;
584787;-38.986666666666665;-40.685;-32.54166666666667;
10348447;-65.42333333333335;-80.56;-67.47;
3092783;-6.43;-6.800000000000001;-7.208333333333334;
551805;-31.976666666666667;-26.285000000000004;-24.15666666666667;
2290329;-51.39;-52.17833333333334;-61.99000000000001;
7870935;-50.96000000000001;-34.21;-42.53333333333334;
3070915;-28.436666666666667;-32.725;-32.63;
69520;-98.53;-110.435;-551.455;
3403820;-66.80000000000001;-74.98333333333335;-54.77666666666667;
1411785;-68.41833333333334;-64.13833333333334;-56.900000000000006;
7454307;-102.46666666666667;-102.43;-82.53166666666667;
1560567;-49.77833333333333;-54.43333333333334;-57.986666666666665;
7454308;-69.21833333333333;-72.82833333333333;-58.07833333333334;
8238895;-23.06666666666667;-42.94666666666667;-45.2;
6429934;-31.835;-438.2033333333333;-50.32000000000001;
6014774;-76.3;-92.87833333333334;-97.44166666666668;
205200;-49.690000000000005;-44.116666666666674;-42.67166666666667;
524269;-18.96;-30.545;-18.085;
9525299;-35.04166666666667;-41.70666666666667;-40.30666666666667;
1638071;-16.205000000000002;-25.168333333333337;-40.00166666666667;
1794878;-43.215;-66.18166666666667;-65.20666666666666;
9525298;-10.848333333333334;-13.530000000000001;-9.548333333333334;
7541245;-52.79333333333334;-72.90666666666667;-43.745000000000005;
578052;-20.555;-57.23666666666667;-37.025;
9058297;-71.41000000000001;-88.965;-82.07666666666668;
9058299;-66.64833333333334;-84.04166666666667;-62.370000000000005;
1893795;-32.016666666666666;-30.393333333333334;-31.6;
165048;-43.585;-46.790000000000006;-40.645;
1295374;-22.935000000000002;-432.0;-432.0;
243968;-34.27333333333333;-67.72666666666667;-35.61166666666667;
1071791;-32.958333333333336;-28.058333333333334;-56.44000000000001;
1411319;-14.335;-40.60666666666667;-18.735;
1060664;-37.89666666666667;-47.7;-39.638333333333335;
147631;-26.435000000000002;-40.72333333333333;-32.14833333333333;
147633;-26.410000000000004;-35.78333333333334;-47.94;
1761096;-36.08;-27.196666666666665;-35.833333333333336;
7118305;-65.74166666666667;-99.98333333333333;-90.33666666666667;
803634;-23.82;-27.783333333333335;-24.438333333333333;
177029;-49.92166666666667;-78.47666666666667;-85.945;
775448;-31.676666666666666;-39.32166666666667;-34.040000000000006;
1083764;-31.623333333333335;-44.305;-41.02333333333334;
1347987;-13.615000000000002;-17.285;-12.931666666666668;
1667418;-70.305;-90.985;-82.60666666666665;
2085372;-68.69333333333333;-505.62333333333333;-58.53;
1757827;-36.411666666666676;-49.028333333333336;-471.2083333333333;
11561740;-38.16666666666667;-98.74166666666666;-49.361666666666665;
7210698;-43.44666666666667;-37.54166666666667;-49.32666666666667;
293399;-26.275000000000002;-29.328333333333337;-23.618333333333336;
348150;-20.831666666666667;-51.52;-32.35666666666667;
1205038;-89.02333333333334;-53.97333333333334;-52.19;
1719584;-13.086666666666668;-36.138333333333335;-27.103333333333335;
651274;-40.25833333333333;-57.220000000000006;-36.79833333333334;
9583167;-71.86333333333334;-71.32666666666668;-65.72833333333334;
1607714;-89.66333333333334;-432.0;-432.0;
81671;-12.05;-40.894999999999996;-38.455;
710973;-28.51666666666667;-29.028333333333336;-38.516666666666666;
5869864;-24.358333333333334;-48.685;-53.55666666666667;
10511622;-102.91499999999999;-112.52666666666666;-95.77666666666669;
11561737;-71.395;-87.73333333333335;-67.33333333333333;
6948111;-40.80500000000001;-58.74333333333334;-70.63000000000001;
11068458;-26.395;-40.20333333333333;-37.25666666666667;
11126829;-51.13666666666667;-45.07666666666667;-30.450000000000003;
3403818;-22.755000000000003;-28.036666666666665;-22.36;
11800684;-54.146666666666675;-70.70833333333334;-80.64000000000001;
1611873;-29.175000000000004;-35.645;-31.620000000000005;
1908990;-13.525;-21.715000000000003;-16.34;
9682953;-77.41833333333334;-89.265;-86.51666666666667;
7454309;-41.29666666666667;-32.24666666666667;-41.2;
10954484;-63.22833333333334;-51.11;-36.36;
492945;-26.891666666666666;-61.891666666666666;-51.36833333333333;
580382;-21.47166666666667;-37.435;-35.59166666666667;
580384;-29.89666666666667;-41.85333333333334;-17.241666666666667;
9599164;-55.968333333333334;-65.31833333333333;-66.75666666666667;
900313;-45.31166666666667;-43.42833333333333;-37.99166666666667;
1594778;-45.85666666666667;-45.96666666666667;-54.708333333333336;
9306042;-53.08166666666666;-49.153333333333336;-80.655;
8232756;-31.300000000000004;-37.165000000000006;-71.2;
391448;-66.23166666666667;-42.56166666666667;-30.736666666666668;
1622090;-70.73;-65.42333333333333;-77.365;
2113033;-38.88666666666666;-26.355000000000004;-26.126666666666665;
7206139;-45.94666666666667;-45.36;-43.165000000000006;
8996381;-82.465;-92.03333333333333;-81.14666666666666;
5209577;-70.28;-104.57333333333335;-86.14166666666668;
1287380;-55.75166666666667;-69.46166666666667;-61.225;
5663218;-72.23333333333333;-94.47;-544.2233333333334;
2078639;-61.18166666666667;-55.11666666666667;-43.995000000000005;
4712858;-19.08833333333333;-37.17;-30.093333333333334;
9535502;-37.42166666666667;-61.64833333333334;-64.94333333333333;
108910;-19.766666666666666;-66.63833333333334;-33.02666666666667;
1536885;-21.575000000000003;-63.25666666666666;-78.92;
1536886;-26.003333333333334;-32.833333333333336;-54.27166666666667;
1536883;-68.05833333333334;-47.988333333333344;-59.93;
2089775;-12.286666666666669;-13.458333333333334;-18.245;
6296681;-17.491666666666667;-37.263333333333335;-30.52166666666667;
2058572;-79.205;-82.16166666666668;-118.11333333333333;
6296680;-27.54666666666667;-19.30166666666667;-27.973333333333336;
9368773;-60.906666666666666;-66.20666666666666;-75.165;
9368772;-36.49666666666667;-65.59666666666668;-62.54166666666667;
556680;-57.033333333333346;-50.59666666666667;-76.72666666666666;
2115696;-17.575;-42.22333333333334;-18.991666666666667;
10443428;-36.760000000000005;-37.68500000000001;-47.42666666666667;
172213;-78.91666666666667;-102.78666666666666;-81.86500000000001;
1455330;-47.144999999999996;-58.39000000000001;-72.83500000000001;
1331967;-21.978333333333335;-29.95666666666667;-31.075000000000003;
410620;-53.32333333333333;-81.36333333333334;-65.19666666666667;
7342055;-30.975;-57.991666666666674;-35.876666666666665;
7342054;-6.216666666666668;-18.55;-4.268333333333333;
674708;-21.268333333333334;-18.62;-25.873333333333335;
7548724;-51.44166666666666;-65.66666666666667;-55.63666666666667;
154827;-74.16666666666667;-104.00333333333334;-83.12166666666667;
11826447;-47.474999999999994;-58.13166666666666;-57.258333333333326;
10359955;-30.53166666666667;-35.28;-31.435000000000002;
76682;-26.255000000000003;-36.255;-41.28333333333333;
5370462;-33.04333333333334;-62.451666666666675;-68.30666666666667;
1548853;-20.625;-18.955000000000002;-21.488333333333337;
861555;-63.580000000000005;-68.96666666666667;-74.98333333333333;
547704;-25.980000000000004;-46.888333333333335;-43.36666666666667;
10237075;-86.72833333333335;-106.48666666666666;-93.76166666666667;
2023484;-49.635000000000005;-39.903333333333336;-57.24166666666667;
8816875;-33.108333333333334;-69.92333333333333;-57.42333333333334;
10237072;-73.02166666666668;-43.68000000000001;-41.72;
9532497;-39.321666666666665;-14.455000000000002;-21.269999999999996;
9298323;-48.54833333333334;-49.27333333333333;-64.68333333333334;
6076164;-61.99333333333333;-87.26333333333335;-78.1;
2894487;-35.97;-51.52666666666667;-45.22166666666667;
51396;-33.35833333333334;-36.225;-36.120000000000005;
6575256;-42.973333333333336;-61.02166666666667;-60.143333333333345;
10232611;-39.55500000000001;-41.13;-39.903333333333336;
6575258;-89.75;-88.91833333333334;-72.99333333333334;
1569365;-23.518333333333334;-33.24333333333334;-40.376666666666665;
43377;-50.15333333333333;-31.088333333333335;-65.01166666666666;
4884709;-36.93666666666667;-42.79833333333333;-40.976666666666674;
1456614;-46.19499999999999;-48.80166666666666;-47.49666666666667;
10512584;-24.365000000000002;-34.93166666666667;-38.05166666666667;
1967305;-25.081666666666667;-24.075000000000003;-62.48833333333334;
8430541;-120.70666666666666;-100.61;-77.62166666666666;
9100246;-28.84166666666666;-43.10166666666667;-38.57;
9372820;-83.74333333333334;-84.605;-57.73166666666667;
1815496;-20.245;-28.775;-36.57333333333334;
1744132;-36.946666666666665;-20.736666666666668;-29.083333333333336;
3512545;-53.296666666666674;-49.41833333333334;-34.483333333333334;
393666;-45.325;-54.888333333333335;-41.115;
3651523;-62.925000000000004;-87.54166666666667;-73.64333333333333;
787451;-28.988333333333337;-49.233333333333334;-28.645000000000003;
686743;-26.608333333333334;-24.058333333333334;-29.150000000000002;
3640455;-49.480000000000004;-35.653333333333336;-51.723333333333336;
9733817;-68.345;-43.900000000000006;-50.04833333333333;
1093963;-73.81666666666666;-17.866666666666667;-61.25166666666667;
2055023;-43.80333333333334;-52.55333333333334;-52.17333333333333;
1462061;-51.865;-51.24666666666667;-46.870000000000005;
274285;-63.946666666666665;-80.21166666666667;-68.07833333333335;
806747;-70.60666666666667;-82.235;-73.58999999999999;
96292;-62.818333333333335;-63.85333333333334;-47.72;
2055024;-54.79333333333334;-64.30333333333334;-103.11666666666667;
6106502;-49.82833333333333;-66.47833333333334;-54.105;
10228176;-31.766666666666666;-49.58;-58.99666666666667;
8237186;-85.07666666666667;-113.325;-99.91166666666668;
165910;-54.290000000000006;-90.57;-44.82666666666667;
9638877;-46.14666666666667;-47.83500000000001;-65.96000000000001;
1155924;-51.01666666666667;-55.345;-33.78;
647163;-35.336666666666666;-49.38333333333334;-43.013333333333335;
2930253;-58.14;-61.510000000000005;-48.77333333333334;
313452;-25.590000000000003;-54.37833333333333;-30.963333333333335;
9924098;-47.39833333333333;-83.25833333333334;-42.516666666666666;
1782821;-53.88333333333334;-48.335;-32.215;
313454;-13.088333333333335;-43.07166666666667;-20.053333333333335;
604480;-22.380000000000003;-19.625000000000004;-16.346666666666668;
7870561;-66.82666666666667;-63.91833333333333;-111.89333333333333;
8237184;-14.410000000000002;-23.71;-43.93166666666667;
70926;-36.23166666666667;-27.496666666666666;-33.0;
175710;-44.29666666666667;-35.08833333333333;-23.708333333333336;
2313116;-61.223333333333336;-78.51833333333333;-61.61;
4784088;-57.266666666666666;-99.22333333333333;-71.735;
10499852;-67.65666666666667;-110.87833333333334;-106.87666666666668;
55309;-50.17;-54.32666666666667;-38.678333333333335;
1043282;-22.006666666666668;-29.825000000000003;-16.238333333333333;
23757;-66.81666666666668;-81.53500000000001;-73.13166666666666;
6155095;-74.60166666666667;-53.07500000000001;-54.635000000000005;
70941;-71.93833333333333;-75.22833333333334;-70.13;
1043283;-42.001666666666665;-55.86500000000001;-55.31;
23758;-89.26;-105.95666666666666;-95.51166666666668;
103240;-15.426666666666668;-20.326666666666668;-29.283333333333335;
6155096;-34.943333333333335;-56.81;-65.70833333333334;
70942;-28.698333333333338;-40.065000000000005;-38.035;
1761918;-43.205;-59.20666666666667;-71.33166666666668;
43342;-28.311666666666667;-37.58833333333334;-57.745000000000005;
513532;-96.84500000000001;-76.21000000000001;-86.85833333333333;
1986012;-35.98666666666667;-21.18;-16.983333333333334;
2157089;-70.03;-84.6;-113.65166666666667;
1466402;-82.78666666666668;-68.93666666666667;-83.79333333333334;
32698;-45.415000000000006;-49.23500000000001;-42.285000000000004;
11462334;-38.733333333333334;-38.49833333333333;-35.20666666666666;
55799;-38.763333333333335;-28.703333333333337;-12.943333333333335;
1422850;-68.34;-60.875;-52.650000000000006;
8008101;-81.25833333333334;-105.46833333333333;-132.07666666666665;
1642510;-25.808333333333337;-74.68333333333334;-54.66333333333333;
1234883;-50.74666666666667;-51.28166666666667;-61.635;
142804;-22.598333333333336;-31.206666666666667;-23.568333333333335;
1416183;-53.58666666666667;-78.37333333333333;-69.26666666666668;
165909;-76.00666666666667;-91.09833333333333;-80.655;
3032250;-18.421666666666667;-13.606666666666667;-27.196666666666665;
362944;-4.831666666666667;-2.585;-18.71333333333333;
293855;-74.08166666666666;-95.70333333333333;-94.65166666666669;
5550129;-25.451666666666668;-31.523333333333337;-48.010000000000005;
7953845;-12.755;-29.325000000000003;-20.041666666666668;
7953844;-32.86333333333334;-60.18666666666667;-44.031666666666666;
760448;-2.481666666666667;-3.2216666666666667;-0.6050000000000001;
11013248;-79.69000000000001;-129.63666666666666;-61.476666666666674;
806654;-3.4783333333333335;-7.716666666666667;-1.961666666666667;
2125425;-55.12333333333334;-80.80333333333334;-61.32333333333334;
11013245;-37.806666666666665;-39.105000000000004;-25.411666666666672;
11013244;-20.938333333333336;-40.71333333333334;-25.508333333333333;
47251;-87.10666666666667;-67.04166666666667;-105.52833333333334;
11013247;-62.913333333333334;-109.70666666666666;-96.155;
10215367;-56.61833333333333;-80.33500000000001;-80.74500000000002;
2917742;-95.46000000000001;-540.1416666666667;-102.96333333333334;
5905575;-88.23833333333333;-94.98166666666665;-94.09166666666667;
10070405;-55.016666666666666;-107.77666666666669;-79.49000000000001;
3917135;-83.38833333333334;-116.73166666666668;-546.515;
2917740;-46.123333333333335;-42.68333333333334;-50.11166666666667;
4832339;-66.07166666666667;-69.05666666666667;-64.76333333333335;
2493527;-87.055;-113.33166666666668;-109.39333333333335;
333154;-40.095;-60.92166666666667;-45.57000000000001;
6508467;-24.685000000000002;-59.08166666666667;-33.910000000000004;
4272548;-19.486666666666668;-39.61333333333334;-32.085;
309065;-100.46999999999998;-85.87333333333332;-91.49666666666666;
556710;-27.428333333333335;-62.56166666666667;-43.095;
1270562;-53.43666666666667;-50.506666666666675;-54.46;
7055482;-93.69666666666666;-123.295;-432.0;
8929013;-31.666666666666664;-16.188333333333333;-23.365;
356176;-25.498333333333335;-432.0;-432.0;
1634480;-45.33166666666666;-20.325;-26.423333333333336;
2128924;-25.718333333333337;-24.041666666666668;-18.138333333333335;
10070406;-46.38833333333333;-62.93833333333333;-43.74166666666666;
6536941;-47.75;-49.79666666666667;-46.64833333333334;
860178;-13.486666666666668;-22.973333333333336;-33.41166666666667;
2087074;-35.81666666666666;-37.07000000000001;-35.708333333333336;
258618;-58.50500000000001;-58.596666666666664;-70.47833333333334;
1053977;-28.541666666666668;-35.708333333333336;-35.06666666666666;
1304868;-26.033333333333335;-66.92333333333335;-73.94166666666668;
244425;-25.311666666666667;-48.81666666666666;-59.79666666666667;
244424;-35.25666666666667;-37.803333333333335;-48.45;
890801;-12.451666666666668;-13.065000000000001;-441.335;
2586980;-30.160000000000004;-51.48166666666667;-41.995000000000005;
334466;-26.983333333333334;-24.12;-31.351666666666667;
5333114;-60.505;-77.55000000000001;-75.06333333333335;
1072298;-27.39;-44.123333333333335;-88.24000000000001;
8930042;-64.52166666666668;-77.14500000000001;-58.94833333333334;
3103187;-47.33;-42.16666666666667;-38.94;
7259168;-40.925000000000004;-49.45666666666667;-57.50666666666667;
1087310;-56.50166666666667;-57.00500000000001;-72.92666666666668;
7117805;-21.953333333333333;-83.33666666666667;-37.45;
1271428;-61.075;-65.17666666666668;-55.85666666666667;
2001758;-35.17;-44.32666666666667;-32.598333333333336;
51309;-10.536666666666669;-18.295;-25.671666666666667;
6373330;-45.04833333333333;-67.62166666666667;-24.906666666666666;
8568939;-33.83333333333334;-59.66;-43.345;
1889639;-31.968333333333334;-102.99833333333335;-84.14;
290375;-13.501666666666669;-23.145000000000003;-29.778333333333336;
70067;-22.485000000000003;-27.816666666666666;-18.37666666666667;
13471;-13.285000000000002;-30.189999999999998;-17.09;
1690157;-6.906666666666666;-12.851666666666667;-16.046666666666667;
8049469;-95.195;-107.22666666666666;-93.86833333333333;
939070;-83.61666666666667;-104.81166666666667;-542.39;
989776;-27.166666666666668;-31.050000000000004;-30.916666666666664;
247941;-9.491666666666667;-17.113333333333333;-42.57333333333333;
1793192;-51.92166666666667;-46.45333333333333;-50.71166666666667;
1286924;-53.20166666666667;-61.370000000000005;-77.00833333333334;
1373315;-40.278333333333336;-45.53333333333334;-43.435;
1464662;-27.82166666666667;-36.24666666666667;-33.37166666666667;
116461;-48.278333333333336;-50.906666666666666;-66.20333333333333;
2034643;-22.255;-12.276666666666667;-19.831666666666667;
4971696;-45.53666666666667;-57.96000000000001;-71.96833333333333;
4971697;-74.855;-107.62500000000001;-95.50333333333334;
10728150;-42.35;-23.190000000000005;-33.763333333333335;
5209982;-73.34;-71.28333333333333;-86.70166666666667;
13477;-67.94833333333332;-97.39833333333334;-96.99999999999999;
6753952;-35.46333333333334;-39.25166666666667;-22.64;
508661;-37.76166666666667;-46.29833333333333;-61.855000000000004;
9585811;-41.79833333333333;-44.29166666666667;-51.811666666666675;
10318158;-88.91166666666668;-92.37166666666667;-93.68333333333334;
9768990;-24.96666666666667;-52.26166666666667;-34.49666666666667;
3848083;-89.82500000000002;-112.24500000000002;-80.14666666666668;
298269;-34.410000000000004;-64.90666666666667;-42.08833333333334;
9687701;-18.870000000000005;-14.166666666666668;-23.513333333333332;
2919950;-47.42666666666667;-58.88000000000001;-43.98833333333334;
10318154;-43.690000000000005;-47.28333333333333;-22.050000000000004;
10318155;-30.443333333333335;-28.59166666666667;-51.83833333333333;
10318156;-84.81833333333333;-101.92833333333334;-85.32;
2116993;-12.618333333333334;-26.51166666666667;-40.68;
1384005;-77.0;-72.74666666666667;-67.00500000000001;
1478808;-41.53833333333334;-76.435;-55.865;
6375938;-55.45833333333334;-58.28500000000001;-92.81166666666667;
428726;-60.43166666666667;-48.92666666666667;-35.220000000000006;
2092448;-28.320000000000004;-27.35;-27.313333333333336;
382005;-29.48666666666667;-43.055;-23.405;
7988911;-47.260000000000005;-67.04000000000002;-56.25333333333333;
1384006;-10.113333333333333;-36.281666666666666;-50.29333333333334;
8568938;-32.800000000000004;-41.34;-43.38166666666667;
1384007;-44.93166666666667;-38.54166666666667;-35.08500000000001;
6671890;-20.75166666666667;-10.8;-12.183333333333335;
2067522;-52.135;-103.47166666666669;-526.1666666666666;
2614235;-27.105;-43.005;-39.971666666666664;
25437;-11.515;-15.968333333333335;-11.16;
1852798;-35.093333333333334;-48.093333333333334;-29.965000000000003;
82055;-18.18;-39.14;-58.870000000000005;
120536;-29.961666666666666;-42.861666666666665;-30.24333333333334;
1763709;-46.04833333333333;-27.868333333333336;-44.093333333333334;
204809;-83.07666666666667;-108.09500000000001;-91.64166666666667;
1744192;-72.74666666666667;-81.23166666666667;-59.82333333333334;
11903927;-47.695;-20.37166666666667;-16.918333333333337;
6373300;-39.92333333333333;-15.963333333333335;-19.84;
9685544;-34.428333333333335;-30.21666666666667;-45.57833333333333;
11242289;-37.980000000000004;-53.43833333333333;-46.510000000000005;
3165874;-32.748333333333335;-53.83166666666667;-75.87833333333334;
435050;-39.05666666666667;-48.126666666666665;-31.735000000000003;
785332;-24.708333333333336;-15.010000000000002;-31.821666666666665;
1062050;-45.56333333333334;-26.535;-30.328333333333337;
7122352;-44.23833333333334;-78.62166666666667;-41.528333333333336;
1714336;-86.66500000000002;-70.72166666666668;-66.54333333333332;
5979991;-37.053333333333335;-11.966666666666667;-14.631666666666668;
6871947;-11.973333333333334;-23.883333333333333;-34.946666666666665;
9525750;-60.105000000000004;-63.45333333333333;-53.115;
999115;-23.378333333333337;-29.575000000000003;-37.623333333333335;
7070650;-84.95333333333333;-85.78999999999999;-89.97833333333335;
1237994;-50.39666666666667;-62.77666666666667;-104.77833333333334;
46337;-74.81333333333333;-103.04499999999999;-93.45333333333333;
4360018;-89.56166666666668;-92.80333333333334;-89.91666666666667;
46335;-95.63833333333334;-99.9;-99.11;
94056;-33.068333333333335;-51.93000000000001;-61.638333333333335;
94055;-19.73;-49.07;-21.756666666666668;
10226028;-23.73166666666667;-57.39;-49.58666666666667;
7194135;-31.971666666666668;-44.73166666666667;-50.531666666666666;
1073191;-6.213333333333333;-28.568333333333335;-21.80666666666667;
3033068;-99.16833333333334;-58.87833333333334;-35.733333333333334;
11011015;-56.205000000000005;-47.01833333333334;-53.99333333333333;
3033067;-24.89166666666667;-23.296666666666663;-35.61666666666667;
9433845;-559.2133333333334;-107.82000000000001;-86.76666666666667;
3033064;-28.826666666666668;-58.983333333333334;-52.785000000000004;
11011014;-75.62166666666667;-102.98166666666665;-57.34499999999999;
3033065;-27.743333333333332;-40.96333333333334;-56.53;
302815;-34.48;-44.506666666666675;-38.4;
6271813;-17.449999999999996;-15.78166666666667;-23.306666666666665;
440812;-26.033333333333335;-57.50333333333333;-37.24166666666667;
5377557;-116.455;-84.61333333333334;-68.77;
1764697;-42.098333333333336;-53.616666666666674;-506.405;
1744611;-35.49833333333333;-28.669999999999995;-42.169999999999995;
7100547;-59.68000000000001;-82.27333333333335;-89.01833333333335;
10812;-47.28833333333334;-88.25333333333334;-45.458333333333336;
1808237;-21.083333333333336;-55.65833333333334;-61.46833333333334;
2017239;-21.858333333333334;-73.36166666666668;-50.15166666666667;
2211157;-28.346666666666664;-35.14666666666667;-35.55833333333333;
7887843;-99.30666666666667;-91.26166666666668;-561.26;
7952905;-62.36500000000001;-112.58333333333334;-450.385;
11830133;-81.83500000000001;-98.87333333333333;-84.67166666666667;
136945;-51.65833333333334;-50.63;-68.32333333333334;
8994539;-84.85000000000001;-109.88;-93.40166666666669;
236410;-43.68333333333334;-44.611666666666665;-48.875;
2211159;-61.01166666666667;-49.010000000000005;-61.16833333333334;
3970521;-29.196666666666665;-29.921666666666667;-26.115000000000002;
9819318;-53.68000000000001;-61.94333333333334;-40.05500000000001;
1097964;-41.905;-31.505000000000003;-50.620000000000005;
503349;-72.54500000000002;-105.37333333333333;-64.36333333333334;
1097963;-27.206666666666667;-37.43333333333334;-22.531666666666666;
3031745;-56.105000000000004;-94.045;-65.40333333333334;
1742425;-58.483333333333334;-53.17666666666667;-69.19166666666668;
1791396;-60.013333333333335;-76.89000000000001;-63.236666666666665;
1313758;-54.28000000000001;-84.44833333333334;-76.73;
3373584;-55.15166666666667;-74.66333333333334;-45.79666666666667;
1938842;-36.800000000000004;-62.14333333333333;-53.25166666666667;
6305242;-32.07000000000001;-29.49166666666667;-32.02;
1213588;-23.30666666666667;-21.685000000000002;-21.48166666666667;
1213587;-18.101666666666667;-41.33;-21.77;
15240;-44.410000000000004;-50.540000000000006;-87.21500000000002;
1729432;-18.385;-51.85166666666667;-28.493333333333332;
5087956;-23.435000000000002;-34.06333333333334;-34.365;
7779005;-54.99;-53.87166666666667;-43.620000000000005;
1159401;-44.858333333333334;-28.716666666666672;-38.35333333333334;
3703229;-20.425;-50.75333333333334;-29.97;
77094;-65.01;-54.03;-47.00833333333334;
1187077;-50.413333333333334;-56.72166666666667;-54.79833333333334;
727006;-70.63333333333334;-90.61500000000001;-66.89833333333334;
10844784;-12.540000000000001;-21.443333333333335;-465.87666666666667;
1010851;-44.02333333333334;-40.028333333333336;-58.528333333333336;
2106282;-24.10666666666667;-39.93833333333333;-53.915000000000006;
